clean,hashtags,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,freq_anger,bi_anger,freq_anticipation,bi_anticipation,freq_disgust,bi_disgust,freq_fear,bi_fear,freq_joy,bi_joy,freq_love,bi_love,freq_optimism,bi_optimism,freq_pessimism,bi_pessimism,freq_sadness,bi_sadness,freq_surprise,bi_surprise,freq_trust,bi_trust
followadama looking back recent tweets seen one right great perfect hilarious speechless deal,"['perfect', 'hilarious', 'Speechless', 'deal']",0,0,0,0,1,0,0,0,0,1,0,0.032855216378570556,9.696029475929607e-05,0.029676258992805758,0.0012888107791446982,0.03235082674335011,0.0001414227124876255,0.02485256950294861,9.801999607920016e-05,0.04786239561261374,0.0011547344110854503,0.03378602186154356,0.0,0.04046497939964685,0.0006135722174499938,0.026774969915764137,0.0002991325157044571,0.03292867981790591,0.0001833068556764023,0.030953569645531705,0.004297520661157025,0.02445236882322975,0.0
white americans worried arab terrorists black americans fearful terrorist police uniform daily basis,[],1,0,1,1,0,0,0,0,0,0,0,0.018634301826651958,0.0006787220633150725,0.0049460431654676255,0.0,0.01917086029235562,0.0006599726582755856,0.01642796967144061,0.0012742599490296023,0.003489966346753085,0.0,0.0023186485591255384,0.0,0.003237198351971748,0.0,0.00812274368231047,0.0,0.009863429438543247,6.110228522546743e-05,0.00399400898652022,0.0,0.0015282730514518594,0.0
bushes good forces resentment made money gave power changed tunes,[],1,0,1,0,0,0,0,1,1,0,0,0.015201667279637121,0.00048480147379648033,0.011016187050359713,0.0,0.01521687035705727,0.0004714090416254185,0.010530749789385004,0.0,0.022310856288171504,0.0,0.017224246439218285,0.0,0.025014714537963504,0.0,0.015643802647412757,0.0014956625785222854,0.014567526555386949,0.0005499205670292069,0.00399400898652022,0.0,0.017829852266938357,0.0
starting give fuck stopped fearing consequence,[],1,0,1,1,0,0,0,0,0,0,0,0.012136815005516735,0.00024240073689824016,0.004496402877697842,0.0,0.012101605559549486,0.0002357045208127092,0.007792754844144903,0.0004900999803960008,0.005858157796335536,0.0,0.005631003643590593,0.0,0.006621542083578576,0.0,0.00601684717208183,0.0,0.006828528072837632,0.0,0.002995506739890165,0.0,0.004584819154355578,0.0
transparency openness dull sell fans group want verbs like buying defending building securing,[],0,1,0,0,0,0,0,0,0,0,0,0.032610028196640925,0.0,0.026079136690647483,0.0014059753954305798,0.034387730649412904,0.0,0.02127211457455771,0.0,0.025925464290165772,0.0,0.016561775422325273,0.0,0.025456150676868745,0.0,0.02737665463297232,0.0,0.03080424886191199,0.0,0.013479780329505742,0.0,0.013245033112582783,0.0
mikefreemannfl \nis obrien supposed sort offensive genius awful,['awful'],1,0,1,0,0,0,0,0,0,0,0,0.013240161824200073,0.0006302419159354244,0.002248201438848921,0.00070298769771529,0.013898873711957823,0.0006128317541130439,0.0029486099410278013,0.0,0.0029913997257883587,0.0,0.0009937065253395165,0.0,0.0017657445556209534,0.0,0.0057160048134777385,0.0008973975471133713,0.007587253414264037,0.0,0.0014977533699450825,0.0,0.0,0.0
339709 local habitation name\nsuch tricks hath strong imagination \nthat would apprehend joy amndbots,['AMNDBots'],0,1,0,0,1,0,1,0,0,0,0,0.011523844550692657,0.0,0.013489208633093526,0.0014059753954305798,0.011023244668104481,0.0,0.009688289806234204,0.0,0.014084507042253523,0.0006024701275228437,0.007949652202716132,0.0,0.015303119482048265,0.0007362866609399926,0.00812274368231047,0.0,0.01031866464339909,0.0,0.0044932601098352475,0.0,0.013245033112582783,0.0
attcares really sucks much customer service sucks hung three times absolutely horrible,[],1,0,1,0,0,0,0,0,0,0,0,0.03420375137918352,0.0012120036844912008,0.013938848920863311,0.0,0.03510663791037623,0.0011785226040635464,0.02401010951979781,0.00019603999215840032,0.020067306493830237,0.00010041168792047395,0.018880423981450813,0.00016909029421711193,0.01603884638022366,6.135722174499939e-05,0.01805054151624549,0.00014956625785222854,0.02867981790591806,0.0003666137113528046,0.01198202695956066,0.0,0.010188487009679063,0.0
defending awful,[],1,0,1,0,1,0,0,0,1,0,0,0.01005271545911487,4.848014737964803e-05,0.0006744604316546763,0.0,0.010903426791277258,4.714090416254184e-05,0.002737994945240101,0.0,0.001869624828617724,5.0205843960236973e-05,0.000662471016893011,0.0,0.0007357268981753973,0.0,0.0018050541516245488,0.0,0.006069802731411229,6.110228522546743e-05,0.0004992511233150275,0.0,0.0,0.0
oscarperria multimillionaire spoiled brat gets self righteous huff friend muslim non starter bye,[],1,0,1,0,0,0,0,0,0,0,0,0.006374892730170405,0.0006302419159354244,0.002922661870503597,0.0,0.00682961897915169,0.0006128317541130439,0.0029486099410278013,0.0,0.006481366072541444,0.0,0.0036435905929115605,0.0,0.004708652148322542,0.0,0.006016847172081829,0.0,0.005462822458270107,0.0,0.0024962556165751375,0.0,0.0020376974019358125,0.0
shawnstockman would hilarious frighteningly point gone bad apples national disgrace,[],0,0,1,0,1,0,0,1,1,0,0,0.020350619100159374,0.0,0.012814748201438847,0.0,0.021926671459381743,0.00042426813746287664,0.018955349620893007,0.0,0.02231085628817151,0.00045185259564213277,0.013580655846306727,0.0,0.01927604473219541,0.0,0.018953068592057757,0.0013460963206700569,0.02245827010622155,0.0005499205670292069,0.012481278082875686,0.0,0.012735608762098827,0.0
takes man suffer ignorance smile matter say sting,['sting'],0,1,0,0,0,0,1,0,0,0,0,0.016795390462179722,0.0,0.013264388489208632,0.0015231400117164617,0.016175413371675055,0.0,0.006950294860994103,0.0,0.022186214632930325,0.0,0.02550513415038092,0.0,0.023543260741612712,0.0007976438826849919,0.01022864019253911,0.0,0.0125948406676783,0.0,0.0054917623564653024,0.0,0.011207335710646969,0.0
boy intimidated back say dumb mess like thinkingface lol boy please know good well,[],1,0,1,0,1,0,0,0,0,0,0,0.06276817457398554,0.0006787220633150725,0.047212230215827336,0.00011716461628588167,0.06158638868919244,0.0006128317541130439,0.04591406908171862,0.0,0.07328929328181477,0.0006526759714830806,0.046704206690957276,0.00016909029421711193,0.06312536786344909,0.00012271444348999877,0.04813477737665463,0.0,0.05432473444613051,0.0,0.04343484772840739,0.0,0.0402445236882323,0.0003136762860727729
new madden kicking litterinbinsign,[],0,0,0,0,1,0,1,0,1,0,0,0.006252298639205589,4.848014737964803e-05,0.00966726618705036,0.0,0.006350347471842799,4.714090416254184e-05,0.0044229149115417015,0.0,0.011342390626947526,0.0002008233758409479,0.008943358728055649,0.0,0.010005885815185403,0.00018407166523499817,0.0048134777376654635,0.0,0.005462822458270107,0.0002444091409018697,0.006989515726410385,0.00033057851239669424,0.0056036678553234845,0.0
life tip 101 know unresolved anger likely cause problems several areas life must recognize amp properly deal,['anger'],1,0,0,0,0,0,1,0,0,0,0,0.05014098320460954,0.0007756823580743685,0.031025179856115106,0.0,0.044811885933381264,0.0,0.04465037910699242,0.0,0.05197557023557273,0.0,0.03643590592911561,0.0,0.062389640965273684,0.0009817155479199902,0.045427196149217815,0.0,0.05189681335356602,0.0,0.028956565152271595,0.0,0.02954661232806928,0.0
hard time falling sleep woke several times afraid bugs crawling ended waking bite,[],0,0,0,1,0,0,0,0,1,0,0,0.016305014098320463,0.0,0.011465827338129496,0.0,0.017133956386292837,0.0,0.031171019376579616,0.0011762399529504023,0.019070173251900784,0.0,0.015236833388539253,0.0,0.020600353148911118,0.0,0.019253910950661854,0.0,0.02412746585735964,0.0007332274227056092,0.0054917623564653024,0.0,0.010188487009679063,0.0
andrewjrt really understand burst semi auto version damage change essentially useless,[],1,0,1,0,0,0,0,0,0,0,0,0.01360794409709452,0.00048480147379648033,0.010341726618705038,0.0,0.014857416726575605,0.0004714090416254185,0.010320134793597304,0.0,0.010843824005982798,0.0,0.007949652202716132,0.0,0.010594467333725722,0.0,0.014139590854392299,0.0,0.015629742033383916,0.0,0.009985022466300548,0.0,0.006113092205807438,0.0
perfect illusion least know ladygaga iscalming mysoul,"['ladygaga', 'iscalming', 'mysoul']",0,1,0,0,1,0,1,0,0,0,0,0.011769032732622288,0.00024240073689824016,0.013489208633093528,0.00070298769771529,0.011861969805895042,0.0002357045208127092,0.010741364785172704,0.0,0.014583073663218246,0.0003012350637614218,0.008943358728055649,0.0,0.015155974102413185,0.0003681433304699963,0.0141395908543923,0.0007478312892611427,0.011077389984825494,0.0,0.010983524712930605,0.0,0.007131940906775344,0.0
could never angry drunk lol yall weirdos enjoy time,[],1,0,0,0,1,0,1,0,0,0,0,0.04143680274610764,0.0004363213264168323,0.021133093525179857,0.0,0.03738317757009346,4.714090416254184e-05,0.02148272957034541,0.0,0.036769288296148575,0.0004016467516818958,0.023186485591255385,0.0,0.03560918187168923,0.0004908577739599951,0.0210589651022864,0.0,0.032018209408194234,0.0,0.01797304043934099,0.0,0.018848700967906265,0.0
angry glass vodka,[],1,0,0,0,0,0,0,0,0,0,0,0.011523844550692657,9.696029475929607e-05,0.0004496402877697842,0.0,0.008866522885214475,0.0,0.00021061499578770007,0.0,0.0011217748971706345,0.0,0.0009937065253395165,0.0,0.0017657445556209534,0.0,0.0006016847172081829,0.0,0.0030349013657056147,0.0,0.0004992511233150275,0.0,0.0015282730514518594,0.0
serious need nap,[],0,1,0,0,0,0,0,0,1,0,0,0.01005271545911487,0.0,0.011465827338129496,0.00023432923257176333,0.01054397316079559,0.0,0.007792754844144903,0.0,0.009722049108812164,0.0,0.004968532626697582,0.0,0.010005885815185403,0.0,0.00812274368231047,0.0,0.011229135053110774,0.00012220457045093486,0.0054917623564653024,0.0,0.0056036678553234845,0.0
think reason prevail election remember hitler elected wholly reasonable society fear,['fear'],0,0,0,1,0,0,0,0,0,0,0,0.014711290915777862,0.0004363213264168323,0.013938848920863313,0.001054481546572935,0.015696141864366166,0.00042426813746287664,0.03559393428812131,0.000980199960792002,0.012090240558394616,0.0,0.0076184166942696255,0.0,0.018098881695114772,0.0,0.02075812274368231,0.0013460963206700569,0.014567526555386949,0.0,0.006989515726410385,0.0,0.016811003565970456,0.0
wah woke frm fucking nightmare,[],0,0,0,1,0,0,0,0,1,0,0,0.014466102733848228,4.848014737964803e-05,0.0011241007194244604,0.0,0.013419602204648932,4.714090416254184e-05,0.02127211457455771,0.00039207998431680063,0.001620341518135361,0.0,0.001324942033786022,0.0,0.0007357268981753973,0.0,0.007220216606498195,0.0,0.011229135053110774,0.0002444091409018697,0.0014977533699450825,0.0,0.0010188487009679063,0.0
phinmaccool shocking,[],0,0,0,1,0,0,0,0,0,1,0,0.0071104572759592985,0.0,0.0011241007194244604,0.0,0.006949436855978912,0.0,0.004212299915754001,9.801999607920016e-05,0.0004985666209647265,0.0,0.0,0.0,0.0005885815185403178,0.0,0.00030084235860409147,0.0,0.00409711684370258,0.0,0.030454318522216674,0.00033057851239669424,0.0,0.0
week massacre theatre pert larsenonfilm first one think requires subtitles,[],0,1,0,0,0,0,0,0,0,0,1,0.024396224101998286,9.696029475929607e-05,0.02585431654676259,0.00210896309314587,0.02372393961179008,4.714090416254184e-05,0.02316764953664701,0.0,0.025052972703477505,0.00010041168792047395,0.015568068896985757,0.0,0.023101824602707478,6.135722174499939e-05,0.022262334536702767,0.0,0.026403641881638847,0.0,0.014478282576135797,0.002975206611570248,0.022414671421293938,0.002823086574654956
crimsonwulfe super sad especially talking real person bot makes feel real,[],0,0,1,0,0,0,0,0,1,0,0,0.01875689591761677,0.0,0.011241007194244604,0.00011716461628588167,0.02456266474958064,0.0005656908499505021,0.019797809604043808,9.801999607920016e-05,0.022186214632930325,0.0001506175318807109,0.01888042398145081,0.0,0.02133608004708652,0.00012271444348999877,0.03640192539109507,0.0002991325157044571,0.04415781487101669,0.0009165342783820114,0.01198202695956066,0.0,0.014263881813550688,0.0
playful lol need somebody joke day long cause ill never get tired,[],0,0,0,0,1,1,1,0,0,0,0,0.05259286502390585,0.0,0.03844424460431655,0.0,0.04876587586867961,0.0,0.03496208930075821,0.0,0.06207154431010844,0.0006024701275228437,0.04836038423318981,0.001859993236388231,0.060476751030017664,0.0007362866609399926,0.03971119133574007,0.0,0.05569044006069803,0.0,0.025461807289066402,0.0,0.033112582781456956,0.0
sparkling still terribledebatequestions,['terribledebatequestions'],0,0,1,0,0,0,0,0,0,0,0,0.008213804094642639,0.0,0.004271582733812949,0.0,0.008986340762041696,9.428180832508368e-05,0.008845829823083403,0.0,0.008849557522123894,0.0,0.006955945677376616,0.0,0.008240141259564451,0.0,0.008724428399518652,0.0,0.011077389984825492,0.0,0.0044932601098352475,0.0,0.0056036678553234845,0.0
afronewtzz also car hahahah broken lem rearrange car quickly,[],0,0,0,0,1,0,1,0,0,0,0,0.0056393281843815125,0.0,0.004721223021582734,0.0,0.0073088904864605795,0.0,0.009056444818871103,0.0007841599686336015,0.006107441106817899,0.0004016467516818958,0.0029811195760185492,0.0,0.005885815185403178,0.0004908577739599951,0.007521058965102287,0.0,0.011532625189681334,0.0004888182818037394,0.0034947578632051925,0.0,0.0015282730514518594,0.0
annafifield washingtonpost hands deck post msm trump starts lead fla,[],1,0,1,1,0,0,1,0,0,0,0,0.009930121368150057,0.0004363213264168323,0.00427158273381295,0.0,0.011861969805895038,0.00042426813746287664,0.012215669755686605,0.0017643599294256034,0.0031160413810295403,0.0,0.000662471016893011,0.0,0.004414361389052384,0.0005522149957049945,0.008724428399518654,0.0013460963206700569,0.005159332321699545,0.0,0.0024962556165751375,0.0,0.0025471217524197657,0.0
hey gmail see sent emails thousands gone,[],1,0,1,1,0,0,0,1,0,0,0,0.011278656368763025,0.0002908808842778882,0.00876798561151079,0.0,0.012101605559549485,0.0005656908499505021,0.010530749789385004,0.0011762399529504021,0.012464165524118161,0.0,0.006955945677376615,0.0,0.01118304885226604,0.0,0.012635379061371842,0.0008973975471133713,0.01456752655538695,0.0003666137113528046,0.004992511233150275,0.0,0.003565970453387672,0.0
never make decision angry never make promise wisewords,"['decision', 'angry', 'promise', 'wisewords']",0,0,0,0,0,0,1,0,0,0,1,0.04168199092803727,0.00033936103165753623,0.023381294964028774,0.0,0.03834172058471124,0.0,0.02211457455770851,0.0,0.028418297394989404,0.0,0.0241801921165949,0.0,0.04693937610359035,0.0014725733218799854,0.01684717208182912,0.0,0.032625189681335355,0.0,0.012980529206190713,0.0,0.02750891492613347,0.005332496863237139
honevbee close shots ugly mug continue talk blaine years glee dead,[],0,0,1,0,0,0,0,0,0,0,0,0.007846021821748192,0.0,0.00427158273381295,0.0,0.009705248023005033,0.0004714090416254185,0.008003369839932602,0.0,0.010594540695500438,0.0,0.011262007287181186,0.0,0.007357268981753973,0.0,0.0069193742478941035,0.0,0.01031866464339909,0.0,0.0044932601098352475,0.0,0.003056546102903719,0.0
watching follows super freaky movie scary,['scary'],0,0,0,1,0,0,0,0,0,0,0,0.0025744759102611253,0.0,0.005170863309352518,0.0,0.003953989935298346,0.0,0.010741364785172704,0.0008821799647128015,0.00697993269350617,0.0,0.006293474660483604,0.0,0.004414361389052384,0.0,0.0036101083032490976,0.0,0.004552352048558422,0.0,0.00599101347978033,0.001322314049586777,0.003056546102903719,0.0
watch amazing lively broadcast paulzimmer musically,['musically'],0,0,0,0,1,0,0,0,0,0,0,0.0035552286379796493,0.0,0.022032374100719426,0.0045694200351493845,0.004073807812125569,0.0,0.0033698399326032016,0.0,0.04973202044123146,0.008434581785319811,0.0423981450811527,0.009130875887724045,0.03237198351971748,0.005215363848324948,0.003910950661853189,0.0,0.004704097116843703,0.0,0.03344982526210684,0.009917355371900825,0.018848700967906265,0.004705144291091593
reikimuse mhchat beyond sadness point done inside live cptsd bpd always pity party,[],0,0,0,0,0,0,1,1,1,0,0,0.015569449552531566,0.0,0.010116906474820143,0.0,0.016654684878983944,0.0,0.012215669755686605,0.0,0.017948398354730152,0.0,0.014243126863199736,0.0,0.022366097704532076,0.0007362866609399926,0.028880866425992774,0.0017947950942267426,0.030804248861911993,0.0007332274227056092,0.006989515726410385,0.0,0.015282730514518594,0.0
come bullskitcomedy fundraiser fri 8pm thescottblock pie face hilarity,"['pie', 'face', 'hilarity']",0,0,0,0,1,1,1,0,0,0,0,0.006374892730170406,0.0,0.006070143884892087,0.00011716461628588167,0.006230529595015576,0.0,0.0037910699241786015,0.0,0.011467032282188707,0.00045185259564213277,0.009937065253395164,0.0013527223537368955,0.009858740435550324,0.0004908577739599951,0.0024067388688327317,0.0,0.003945371775417299,0.0,0.00399400898652022,0.00033057851239669424,0.004584819154355578,0.0003136762860727729
fucking playful,[],1,0,1,0,0,0,0,0,1,0,0,0.010543091822974133,4.848014737964803e-05,0.0013489208633093524,0.0,0.008746705008387251,4.714090416254184e-05,0.0037910699241786015,0.0,0.004237816278200175,0.0,0.005631003643590593,0.0,0.002354326074161271,0.0,0.00210589651022864,0.0,0.0036418816388467377,6.110228522546743e-05,0.000998502246630055,0.0,0.0010188487009679063,0.0
website making feel violent rage upgrade options helping either aaaaarrrrgghhh iwanttocancel rage,"['Aaaaarrrrgghhh', 'iwanttocancel', 'rage']",1,0,1,0,0,0,0,0,0,0,0,0.02979036410445017,0.0010180830949726087,0.007643884892086332,0.0,0.026000479271507317,0.000989958987413379,0.011583824768323505,0.0,0.013710582076529976,0.0,0.010268300761841669,0.0,0.013537374926427311,0.0,0.017148014440433214,0.0,0.018816388467374812,6.110228522546743e-05,0.004992511233150275,0.0,0.009169638308711155,0.0
bits cooked actual tasted cooked raw bits tasted awful hilarity taste safe ingest,[],0,0,1,0,0,0,0,0,0,0,0,0.013117567733235259,0.0,0.002473021582733813,0.0,0.01653486700215672,0.0005656908499505021,0.005265374894692502,0.0,0.0059827994515767174,0.0,0.003974826101358066,0.0,0.0033843437316068274,0.0,0.003309265944645006,0.0,0.009711684370257967,0.0,0.0034947578632051925,0.0,0.0005094243504839531,0.0
715d1\ni bought steam port vice city delight billie jean soundtrack,[],0,0,0,0,1,0,0,0,0,0,0,0.002942258183155572,0.0,0.0011241007194244604,0.0,0.00227653965971723,0.0,0.0010530749789385003,0.0,0.006730649383023807,0.00045185259564213277,0.003974826101358066,0.0,0.004414361389052384,0.0,0.0009025270758122744,0.0,0.0033383915022761764,0.0,0.0014977533699450823,0.0,0.003056546102903719,0.0
thursdays 6pm vespers amp meditation prayerful plainsong multisensory candles incense psalms music silence faithful sing listen,"['prayerful', 'plainsong', 'multisensory', 'candles', 'incense', 'psalms', 'music', 'silence', 'faithful']",0,0,0,0,1,1,1,0,0,0,0,0.01777614318989825,0.0,0.016636690647482015,0.0,0.017852863647256172,0.0,0.017481044650379106,0.0,0.02742116415305995,0.0007530876594035546,0.021199072540576357,0.0025363544132566782,0.022513243084167155,0.0009203583261749907,0.011732851985559567,0.0,0.019423368740515933,0.0,0.012980529206190715,0.0,0.01782985226693836,0.0
believe got days left facewithrollingeyes backtoreality,['backtoreality'],0,0,1,1,0,0,0,0,1,0,0,0.022189530464631603,0.00024240073689824016,0.011690647482014387,0.0,0.021207764198418407,0.0004714090416254184,0.013689974726200507,0.0004900999803960008,0.014209148697494702,0.0,0.01324942033786022,0.0,0.013390229546792231,0.0,0.014139590854392297,0.0,0.022003034901365705,0.0006110228522546743,0.012481278082875687,0.0,0.007131940906775344,0.0
slashersocial horror h3ll sure lol\nhappy decision,['horror'],0,1,0,1,1,0,0,0,0,1,0,0.004290793183768542,0.0,0.0074190647482014396,0.0005858230814294083,0.004193625688952792,0.0,0.018955349620893007,0.0004900999803960008,0.00623208276205908,0.00025102921980118485,0.0036435905929115605,0.0,0.00515008828722778,0.0,0.005114320096269555,0.0,0.005766312594840668,0.0,0.006989515726410385,0.0016528925619834713,0.006622516556291391,0.0
chrischristie police credentialsyou litigator nothing moreno experience sad trumppuppet felon jersey4sale,"['Sad', 'TrumpPuppet', 'Felon', 'jersey4sale']",0,0,1,0,0,0,0,1,1,0,0,0.011891626823587105,0.0004363213264168323,0.0035971223021582736,0.0,0.015456506110711716,0.0008956771790882951,0.006739679865206402,0.0,0.004736382899164901,0.0,0.003974826101358066,0.0,0.004855797527957622,0.0,0.02587244283995186,0.0014956625785222854,0.0298937784522003,0.0011609434192838813,0.0044932601098352475,0.0,0.0015282730514518594,0.0
follow juspopmolly snapchat hoe sitting sink right cocaineandtacos,[],1,0,1,0,0,0,0,0,1,0,0,0.01115606227779821,0.00033936103165753623,0.009442446043165468,0.0,0.011981787682722265,0.0003299863291377929,0.006529064869418702,0.0,0.00922348248784744,0.0,0.009274594236502154,0.0,0.009123013537374925,0.0,0.007220216606498195,0.0,0.012443095599393019,0.000427715996578272,0.0044932601098352475,0.0,0.006622516556291391,0.0
last nigt dreamt \nthat somebody loved me\nno hope harm\njust another false alarm,[],0,0,0,0,1,0,0,0,0,0,0,0.012872379551305628,4.848014737964803e-05,0.011465827338129496,0.000351493848857645,0.013299784327821711,9.428180832508368e-05,0.011373209772535805,9.801999607920016e-05,0.015081640284182974,0.0005522642835626067,0.011262007287181188,0.0,0.014567392583872865,0.0,0.009025270758122744,0.0,0.01456752655538695,0.00012220457045093486,0.00798801797304044,0.00033057851239669424,0.00815078960774325,0.0
also ppl love whole damn lot erica joanna tiff sirli harley anja rest ran chara,[],0,0,0,0,1,1,1,0,0,0,0,0.015324261370601937,4.848014737964803e-05,0.00741906474820144,0.0,0.015935777618020612,4.714090416254184e-05,0.010320134793597304,9.801999607920016e-05,0.03377788857036022,0.0007028818154433176,0.06459092414706857,0.0023672641190395664,0.029134785167745727,0.0008590011044299913,0.01203369434416366,0.0,0.015933232169954476,6.110228522546743e-05,0.004992511233150275,0.0,0.015282730514518596,0.0
heard happen grandad hometown last night terrible news brokenheart hope everyone okay cryingface,[],0,0,0,0,0,0,0,1,1,0,0,0.0277062645580483,0.00038784117903718426,0.01618705035971223,0.0005858230814294083,0.028636472561706205,0.0004714090416254184,0.02379949452401011,0.000588119976475201,0.020690514770036146,0.00045185259564213277,0.018217952964557804,0.0006763611768684477,0.019717480871100646,0.0003067861087249969,0.024368231046931414,0.0023930601256356566,0.032018209408194234,0.0012831479897348155,0.010484273589615577,0.0009917355371900827,0.008660213958227202,0.0003136762860727729
hell drilling outside house literally got sleep half four busy shift twats woken,[],1,0,1,0,0,0,0,0,0,0,0,0.02574475910261126,0.0011635235371115528,0.012589928057553958,0.0,0.02480230050323509,0.0011313816999010042,0.015796124684077508,0.0,0.015954131870871247,0.0,0.013580655846306727,0.0,0.013095938787522073,0.0,0.01444043321299639,0.0,0.02154779969650987,0.0,0.008986520219670495,0.0,0.006622516556291391,0.0
fuck yall panthers hiring gop guy discourage cam speakinh mind heart racism,[],1,0,1,0,0,0,0,1,0,0,0,0.020228025009194562,0.0005332816211761284,0.0085431654676259,0.0,0.019650131799664513,0.0005185499457879603,0.008635214827295703,0.0,0.009223482487847438,0.0,0.009274594236502154,0.0,0.012360211889346674,0.0,0.0141395908543923,0.001645228836374514,0.012139605462822457,0.0,0.0054917623564653024,0.0,0.00815078960774325,0.0
eamaddennfl easports played game john elway sacked fumbled john elway know madden,['madden'],1,0,1,0,0,0,0,0,1,0,0,0.018756895917616773,0.0007272022106947205,0.016636690647482015,0.0,0.019769949676491733,0.001225663508226088,0.014532434709351305,9.801999607920016e-05,0.016078773526112426,0.0,0.010599536270288175,0.0,0.015450264861683343,0.0,0.015342960288808664,0.0,0.01562974203338392,0.0007943297079310766,0.012481278082875687,0.0,0.010188487009679063,0.0
nawaz sharif start सत्यबोधयात्रा unga speech awaken world role sponsoring terrorism,"['सत', 'UNGA', 'terrorism']",0,0,0,1,0,0,0,0,0,0,0,0.015569449552531568,0.0001454404421389441,0.015062949640287772,0.00023432923257176333,0.01593577761802061,0.0002357045208127092,0.02780117944397641,0.0013722799451088025,0.011965598903153433,0.00010041168792047395,0.005631003643590593,0.00016909029421711193,0.016627427898763977,0.00012271444348999877,0.008724428399518652,0.0,0.008952959028831562,0.0,0.0064902646030953574,0.0,0.010188487009679063,0.0
need stop second guess first thought,[],0,0,0,0,0,0,0,0,0,0,0,0.0174083609170038,0.0,0.01686151079136691,0.0005858230814294083,0.017613227893601726,0.0002357045208127092,0.017902274641954506,0.0,0.017699115044247787,0.0,0.01159324279562769,0.0,0.017510300176574456,0.0003067861087249969,0.01022864019253911,0.0,0.016691957511380882,0.0,0.0054917623564653024,0.0,0.009169638308711155,0.0
ashleighjessica zacflint1 give pout firm,[],0,0,0,0,1,0,0,0,0,0,0,0.0066200809121000365,0.0,0.0040467625899280575,0.0,0.006110711718188355,0.0,0.0033698399326032016,0.0,0.0066060077277826255,0.0002008233758409479,0.005631003643590593,0.0,0.006327251324308416,0.0,0.0024067388688327317,0.0,0.004855842185128983,0.0,0.0034947578632051925,0.0,0.004584819154355578,0.0
termination rate 2222 got make things shake,[],1,0,1,0,0,0,0,0,0,0,0,0.022189530464631603,0.0002908808842778882,0.017985611510791366,0.00011716461628588167,0.021327582075245623,0.00028284542497525106,0.014532434709351307,0.0,0.021936931322447967,0.0,0.017555481947664788,0.0,0.02427898763978811,0.0,0.015643802647412757,0.0,0.022458270106221548,0.0,0.00998502246630055,0.0,0.014263881813550688,0.0
love hearty negro laugh jade xavierdleau let lochte facewithtearsofjoy facewithtearsofjoy,[],0,0,0,0,1,1,1,0,0,0,0,0.022189530464631606,0.0009211228002133126,0.01618705035971223,0.00046865846514352667,0.022765396597172298,0.001414227124876255,0.011373209772535805,9.801999607920016e-05,0.06655864389879097,0.0029119389496937444,0.07916528651871482,0.002029083530605343,0.050176574455562103,0.0021475027610749786,0.015042117930204572,0.0007478312892611427,0.023520485584218515,0.0010998411340584137,0.023464802795806292,0.001652892561983471,0.01935812531839022,0.0
american horror story bed okhandmediumlightskintone,[],0,0,0,1,0,0,0,0,0,0,0,0.004658575456662989,4.848014737964803e-05,0.005620503597122302,0.00046865846514352667,0.005152168703570573,0.0,0.02106149957877001,0.002156439913742403,0.006107441106817898,0.00010041168792047395,0.004306061609804571,0.0,0.0038257798705120657,0.00024542888697999754,0.004512635379061372,0.0,0.006525037936267072,0.0002444091409018697,0.006989515726410385,0.001322314049586777,0.0056036678553234845,0.0006273525721455458
thought gets day thought smile never fails making smile greenheart,[],0,0,0,0,1,1,1,0,0,0,0,0.022434718646561238,4.848014737964803e-05,0.024055755395683456,0.0,0.023963575365444523,4.714090416254184e-05,0.020219039595619208,0.00019603999215840032,0.05696123644521999,0.0005522642835626067,0.060616098045710505,0.0018599932363882314,0.05768098881695115,0.0007362866609399926,0.017448856799037304,0.0,0.026858877086494686,6.110228522546743e-05,0.008487269096355467,0.0,0.02292409577177789,0.0
christianjmay cityam \nconfidence held despite constant continual doom gloom,[],0,1,0,0,0,0,1,1,1,0,0,0.0020840995464018637,4.848014737964803e-05,0.0040467625899280575,0.001054481546572935,0.0020369039060627843,9.428180832508368e-05,0.0012636899747262005,0.0,0.002617474760064814,0.00010041168792047395,0.001324942033786022,0.0,0.0030900529723366685,0.0005522149957049945,0.005415162454873646,0.0013460963206700569,0.00409711684370258,0.0006110228522546743,0.0,0.0,0.0005094243504839531,0.0
rclemmons much sadness heartbreak,"['sadness', 'heartbreak']",0,0,1,0,0,0,0,0,1,0,0,0.005761922275346328,0.0,0.0031474820143884896,0.0,0.006949436855978912,0.00014142271248762553,0.006318449873631003,0.0,0.009098840832606257,0.0,0.009937065253395164,0.0,0.00824014125956445,0.0,0.01444043321299639,0.0,0.018057663125948406,0.0001833068556764023,0.0004992511233150275,0.0,0.003565970453387672,0.0
think must scare coworkers eating like rabid animal breaks srry,['srry'],0,0,1,1,0,0,0,0,1,0,0,0.03457153365207797,9.696029475929607e-05,0.021357913669064747,0.0,0.03702372393961179,0.0005185499457879602,0.029275484414490315,0.0008821799647128017,0.024305122772030414,5.0205843960236973e-05,0.01324942033786022,0.00016909029421711193,0.023543260741612712,6.135722174499939e-05,0.02948255114320096,0.0,0.032169954476479516,0.0005499205670292069,0.01797304043934099,0.0,0.018339276617422313,0.0003136762860727729
